date,day_of_week,is_weekend,is_holiday,season,temperature,rain,local_event,past_demand_1day,past_demand_7day,target_demand
2048-03-02,Monday,0,0,Spring,3.5,1,0,108,83,100
2048-03-03,Tuesday,0,0,Spring,9.5,0,0,100,75,88
2048-03-04,Wednesday,0,0,Spring,13.3,0,0,88,76,86
2048-03-05,Thursday,0,0,Spring,8.2,1,0,86,78,83
2048-03-06,Friday,0,0,Spring,13.4,1,1,83,77,86
2048-03-07,Saturday,1,0,Spring,11.3,0,0,86,93,103
2048-03-08,Sunday,1,0,Spring,10.4,0,1,103,108,110
2048-03-09,Monday,0,0,Spring,13.8,0,0,110,100,104
2048-03-10,Tuesday,0,0,Spring,13.3,0,0,104,88,86
2048-03-11,Wednesday,0,0,Spring,12.7,1,0,86,86,87
2048-03-12,Thursday,0,0,Spring,14.7,0,0,87,83,98
2048-03-13,Friday,0,0,Spring,12.4,0,0,98,86,92
2048-03-14,Saturday,1,0,Spring,7.0,1,0,92,103,94
2048-03-15,Sunday,1,0,Spring,11.0,0,0,94,110,98
2048-03-16,Monday,0,0,Spring,6.9,0,0,98,104,89
2048-03-17,Tuesday,0,0,Spring,14.5,0,0,89,86,97
2048-03-18,Wednesday,0,0,Spring,15.3,0,0,97,87,94
2048-03-19,Thursday,0,0,Spring,15.7,0,0,94,98,90
2048-03-20,Friday,0,0,Spring,14.5,0,0,90,92,90
2048-03-21,Saturday,1,0,Spring,16.1,1,0,90,94,83
2048-03-22,Sunday,1,0,Spring,8.6,1,0,83,98,84
2048-03-23,Monday,0,0,Spring,13.2,0,0,84,89,76
2048-03-24,Tuesday,0,0,Spring,9.4,0,0,76,97,74
2048-03-25,Wednesday,0,0,Spring,12.8,0,0,74,94,81
2048-03-26,Thursday,0,0,Spring,18.9,0,0,81,90,83
2048-03-27,Friday,0,0,Spring,17.5,0,0,83,90,92
2048-03-28,Saturday,1,0,Spring,16.4,0,0,92,83,101
2048-03-29,Sunday,1,0,Spring,14.0,0,0,101,84,101
2048-03-30,Monday,0,0,Spring,11.7,1,0,101,76,86
2048-03-31,Tuesday,0,0,Spring,15.4,0,0,86,74,66
2048-04-01,Wednesday,0,0,Spring,18.4,0,0,66,81,75
2048-04-02,Thursday,0,0,Spring,16.4,1,0,75,83,90
2048-04-03,Friday,0,0,Spring,10.6,1,0,90,92,106
2048-04-04,Saturday,1,0,Spring,15.9,0,0,106,101,115
2048-04-05,Sunday,1,0,Spring,10.0,1,0,115,101,105
2048-04-06,Monday,0,0,Spring,18.3,1,0,105,86,86
2048-04-07,Tuesday,0,0,Spring,14.0,0,0,86,66,89
2048-04-08,Wednesday,0,0,Spring,12.5,0,0,89,75,83
2048-04-09,Thursday,0,0,Spring,18.8,1,0,83,90,86
2048-04-10,Friday,0,0,Spring,18.2,0,0,86,106,107
2048-04-11,Saturday,1,0,Spring,17.4,1,0,107,115,90
2048-04-12,Sunday,1,0,Spring,23.4,1,0,90,105,100
2048-04-13,Monday,0,0,Spring,18.9,0,0,100,86,83
2048-04-14,Tuesday,0,0,Spring,15.2,0,0,83,89,90
2048-04-15,Wednesday,0,0,Spring,18.9,1,0,90,83,98
2048-04-16,Thursday,0,0,Spring,16.6,0,0,98,86,99
2048-04-17,Friday,0,0,Spring,21.4,0,0,99,107,120
2048-04-18,Saturday,1,0,Spring,18.6,1,0,120,90,112
2048-04-19,Sunday,1,0,Spring,19.1,1,1,112,100,125
2048-04-20,Monday,0,0,Spring,13.8,0,0,125,83,90
2048-04-21,Tuesday,0,0,Spring,18.4,0,0,90,90,92
2048-04-22,Wednesday,0,0,Spring,18.2,1,1,92,98,90
2048-04-23,Thursday,0,0,Spring,15.4,1,0,90,99,95
2048-04-24,Friday,0,0,Spring,18.0,0,1,95,120,112
2048-04-25,Saturday,1,0,Spring,20.1,0,0,112,112,116
2048-04-26,Sunday,1,0,Spring,18.9,0,0,116,125,117
2048-04-27,Monday,0,0,Spring,14.8,0,0,117,90,108
2048-04-28,Tuesday,0,0,Spring,18.4,0,0,108,92,101
2048-04-29,Wednesday,0,0,Spring,17.9,0,0,101,90,98
2048-04-30,Thursday,0,0,Spring,20.1,0,0,98,95,100
2048-05-01,Friday,0,1,Spring,19.9,1,0,100,112,116
2048-05-02,Saturday,1,0,Spring,18.5,1,0,116,116,115
2048-05-03,Sunday,1,0,Spring,18.5,1,0,115,117,105
2048-05-04,Monday,0,0,Spring,20.2,0,0,105,108,109
2048-05-05,Tuesday,0,0,Spring,23.0,0,0,109,101,101
2048-05-06,Wednesday,0,0,Spring,21.1,0,0,101,98,102
2048-05-07,Thursday,0,0,Spring,24.6,0,0,102,100,110
2048-05-08,Friday,0,0,Spring,23.9,1,0,110,116,105
2048-05-09,Saturday,1,0,Spring,25.1,1,0,105,115,108
2048-05-10,Sunday,1,0,Spring,24.8,1,0,108,105,99
2048-05-11,Monday,0,0,Spring,25.5,0,0,99,109,100
2048-05-12,Tuesday,0,0,Spring,17.4,0,0,100,101,105
2048-05-13,Wednesday,0,0,Spring,23.0,0,0,105,102,104
2048-05-14,Thursday,0,0,Spring,24.8,0,0,104,110,118
2048-05-15,Friday,0,0,Spring,25.4,0,0,118,105,119
2048-05-16,Saturday,1,0,Spring,19.0,1,0,119,108,112
2048-05-17,Sunday,1,0,Spring,23.4,1,0,112,99,104
2048-05-18,Monday,0,0,Spring,21.7,0,0,104,100,111
2048-05-19,Tuesday,0,0,Spring,27.1,1,1,111,105,118
2048-05-20,Wednesday,0,0,Spring,17.5,1,0,118,104,103
2048-05-21,Thursday,0,0,Spring,19.4,0,0,103,118,109
2048-05-22,Friday,0,0,Spring,16.4,0,0,109,119,109
2048-05-23,Saturday,1,0,Spring,22.4,0,0,109,112,99
2048-05-24,Sunday,1,0,Spring,28.8,0,0,99,104,110
2048-05-25,Monday,0,0,Spring,21.9,0,0,110,111,97
2048-05-26,Tuesday,0,0,Spring,22.4,1,0,97,118,98
2048-05-27,Wednesday,0,0,Spring,23.9,0,0,98,103,93
2048-05-28,Thursday,0,0,Spring,21.9,0,1,93,109,108
2048-05-29,Friday,0,0,Spring,23.4,1,0,108,109,102
2048-05-30,Saturday,1,0,Spring,23.6,0,1,102,99,119
2048-05-31,Sunday,1,0,Spring,19.9,0,0,119,110,121
2048-06-01,Monday,0,0,Summer,22.2,0,0,121,97,111
2048-06-02,Tuesday,0,0,Summer,24.8,0,0,111,98,97
2048-06-03,Wednesday,0,0,Summer,25.4,0,0,97,93,89
2048-06-04,Thursday,0,0,Summer,26.6,0,0,89,108,95
2048-06-05,Friday,0,0,Summer,23.7,0,1,95,102,121
2048-06-06,Saturday,1,0,Summer,23.8,1,0,121,119,139
2048-06-07,Sunday,1,0,Summer,25.0,0,0,139,121,128
2048-06-08,Monday,0,0,Summer,21.0,0,0,128,111,109
2048-06-09,Tuesday,0,0,Summer,20.9,0,0,109,97,114
2048-06-10,Wednesday,0,0,Summer,22.5,0,0,114,89,103
2048-06-11,Thursday,0,0,Summer,19.1,1,0,103,95,100
2048-06-12,Friday,0,0,Summer,24.1,0,0,100,121,116
2048-06-13,Saturday,1,0,Summer,26.1,0,0,116,139,126
2048-06-14,Sunday,1,0,Summer,20.8,1,0,126,128,119
2048-06-15,Monday,0,0,Summer,24.3,0,0,119,109,112
2048-06-16,Tuesday,0,0,Summer,21.1,0,0,112,114,108
2048-06-17,Wednesday,0,0,Summer,19.9,0,0,108,103,94
2048-06-18,Thursday,0,0,Summer,29.2,1,1,94,100,103
2048-06-19,Friday,0,0,Summer,20.0,0,0,103,116,112
2048-06-20,Saturday,1,0,Summer,19.2,0,0,112,126,119
2048-06-21,Sunday,1,0,Summer,23.6,0,0,119,119,126
2048-06-22,Monday,0,0,Summer,23.8,0,0,126,112,111
2048-06-23,Tuesday,0,0,Summer,25.0,0,0,111,108,123
2048-06-24,Wednesday,0,0,Summer,29.0,1,0,123,94,112
2048-06-25,Thursday,0,0,Summer,20.6,0,0,112,103,111
2048-06-26,Friday,0,0,Summer,21.2,1,0,111,112,109
2048-06-27,Saturday,1,0,Summer,27.7,0,1,109,119,129
2048-06-28,Sunday,1,0,Summer,25.7,0,0,129,126,117
2048-06-29,Monday,0,0,Summer,25.3,0,0,117,111,113
2048-06-30,Tuesday,0,0,Summer,21.1,0,0,113,123,127
2048-07-01,Wednesday,0,0,Summer,26.2,0,0,127,112,126
2048-07-02,Thursday,0,0,Summer,25.2,0,0,126,111,110
2048-07-03,Friday,0,0,Summer,23.3,0,0,110,109,117
2048-07-04,Saturday,1,0,Summer,20.9,1,0,117,129,127
2048-07-05,Sunday,1,0,Summer,23.0,0,0,127,117,136
2048-07-06,Monday,0,0,Summer,27.5,0,0,136,113,117
2048-07-07,Tuesday,0,0,Summer,19.3,0,0,117,127,132
2048-07-08,Wednesday,0,0,Summer,20.1,0,0,132,126,124
2048-07-09,Thursday,0,0,Summer,20.5,0,1,124,110,120
2048-07-10,Friday,0,0,Summer,21.1,0,0,120,117,110
2048-07-11,Saturday,1,0,Summer,22.3,0,0,110,127,123
2048-07-12,Sunday,1,0,Summer,25.1,0,0,123,136,131
2048-07-13,Monday,0,0,Summer,23.6,0,0,131,117,112
2048-07-14,Tuesday,0,0,Summer,22.3,0,0,112,132,121
2048-07-15,Wednesday,0,0,Summer,22.9,1,0,121,124,120
2048-07-16,Thursday,0,0,Summer,23.8,0,0,120,120,120
2048-07-17,Friday,0,0,Summer,16.8,0,0,120,110,111
2048-07-18,Saturday,1,0,Summer,25.0,0,0,111,123,124
2048-07-19,Sunday,1,0,Summer,19.2,0,0,124,131,139
2048-07-20,Monday,0,0,Summer,20.3,0,0,139,112,114
2048-07-21,Tuesday,0,0,Summer,22.6,0,0,114,121,102
2048-07-22,Wednesday,0,0,Summer,21.2,0,1,102,120,114
2048-07-23,Thursday,0,0,Summer,22.8,1,0,114,120,108
2048-07-24,Friday,0,0,Summer,21.7,0,0,108,111,101
2048-07-25,Saturday,1,0,Summer,20.3,0,0,101,124,121
2048-07-26,Sunday,1,0,Summer,25.7,0,0,121,139,121
2048-07-27,Monday,0,0,Summer,23.1,1,0,121,114,101
2048-07-28,Tuesday,0,0,Summer,21.8,1,0,101,102,105
2048-07-29,Wednesday,0,0,Summer,22.8,0,0,105,114,119
2048-07-30,Thursday,0,0,Summer,18.5,0,0,119,108,132
2048-07-31,Friday,0,0,Summer,27.1,1,0,132,101,110
2048-08-01,Saturday,1,0,Summer,17.2,0,0,110,121,122
2048-08-02,Sunday,1,0,Summer,20.6,0,0,122,121,114
2048-08-03,Monday,0,0,Summer,19.3,0,0,114,101,107
2048-08-04,Tuesday,0,0,Summer,19.1,1,0,107,105,101
2048-08-05,Wednesday,0,0,Summer,18.6,0,0,101,119,92
2048-08-06,Thursday,0,0,Summer,17.5,0,0,92,132,112
2048-08-07,Friday,0,0,Summer,23.3,0,1,112,110,124
2048-08-08,Saturday,1,0,Summer,15.9,0,0,124,122,130
2048-08-09,Sunday,1,0,Summer,22.4,0,0,130,114,117
2048-08-10,Monday,0,0,Summer,21.2,0,0,117,107,125
2048-08-11,Tuesday,0,0,Summer,18.0,1,0,125,101,110
2048-08-12,Wednesday,0,0,Summer,20.6,0,1,110,92,114
2048-08-13,Thursday,0,0,Summer,18.4,0,0,114,112,123
2048-08-14,Friday,0,0,Summer,15.4,1,0,123,124,118
2048-08-15,Saturday,1,0,Summer,15.3,0,0,118,130,119
2048-08-16,Sunday,1,0,Summer,20.4,0,0,119,117,128
2048-08-17,Monday,0,0,Summer,20.1,0,0,128,125,118
2048-08-18,Tuesday,0,0,Summer,18.9,1,0,118,110,115
2048-08-19,Wednesday,0,0,Summer,16.9,0,0,115,114,110
2048-08-20,Thursday,0,0,Summer,17.3,0,0,110,123,129
2048-08-21,Friday,0,0,Summer,16.8,0,1,129,118,131
2048-08-22,Saturday,1,0,Summer,12.3,0,0,131,119,122
2048-08-23,Sunday,1,0,Summer,17.6,0,0,122,128,126
2048-08-24,Monday,0,0,Summer,18.8,0,0,126,118,113
2048-08-25,Tuesday,0,0,Summer,17.3,0,1,113,115,111
2048-08-26,Wednesday,0,0,Summer,22.3,0,0,111,110,120
2048-08-27,Thursday,0,0,Summer,13.8,0,1,120,129,117
2048-08-28,Friday,0,0,Summer,14.7,0,0,117,131,128
2048-08-29,Saturday,1,0,Summer,16.9,0,1,128,122,147
2048-08-30,Sunday,1,0,Summer,17.0,0,0,147,126,132
2048-08-31,Monday,0,0,Summer,10.4,0,0,132,113,115
2048-09-01,Tuesday,0,0,Autumn,17.8,0,0,115,111,100
2048-09-02,Wednesday,0,0,Autumn,16.6,0,0,100,120,111
2048-09-03,Thursday,0,0,Autumn,9.3,1,0,111,117,93
2048-09-04,Friday,0,0,Autumn,15.1,1,0,93,128,110
2048-09-05,Saturday,1,0,Autumn,12.9,0,0,110,147,122
2048-09-06,Sunday,1,0,Autumn,13.8,1,0,122,132,111
2048-09-07,Monday,0,0,Autumn,11.0,1,0,111,115,93
2048-09-08,Tuesday,0,0,Autumn,16.1,1,0,93,100,93
2048-09-09,Wednesday,0,0,Autumn,19.9,0,0,93,111,90
2048-09-10,Thursday,0,0,Autumn,15.3,0,0,90,93,96
2048-09-11,Friday,0,0,Autumn,7.8,1,1,96,110,105
2048-09-12,Saturday,1,0,Autumn,15.0,0,0,105,122,111
2048-09-13,Sunday,1,0,Autumn,13.4,1,0,111,111,109
2048-09-14,Monday,0,0,Autumn,10.5,0,1,109,93,96
2048-09-15,Tuesday,0,0,Autumn,14.7,1,0,96,93,86
2048-09-16,Wednesday,0,0,Autumn,16.1,0,0,86,90,85
2048-09-17,Thursday,0,0,Autumn,11.3,1,0,85,96,77
2048-09-18,Friday,0,0,Autumn,8.2,1,0,77,105,84
2048-09-19,Saturday,1,0,Autumn,6.9,0,1,84,111,94
2048-09-20,Sunday,1,0,Autumn,10.8,0,0,94,109,96
2048-09-21,Monday,0,0,Autumn,12.1,0,0,96,96,78
2048-09-22,Tuesday,0,0,Autumn,10.9,1,0,78,86,69
2048-09-23,Wednesday,0,0,Autumn,10.2,0,1,69,85,77
2048-09-24,Thursday,0,0,Autumn,13.8,0,1,77,77,92
2048-09-25,Friday,0,0,Autumn,13.3,0,0,92,84,86
2048-09-26,Saturday,1,0,Autumn,12.3,1,0,86,94,84
2048-09-27,Sunday,1,0,Autumn,14.0,0,0,84,96,90
2048-09-28,Monday,0,0,Autumn,9.4,1,0,90,78,91
2048-09-29,Tuesday,0,0,Autumn,7.9,0,0,91,69,68
2048-09-30,Wednesday,0,0,Autumn,9.5,1,0,68,77,75
2048-10-01,Thursday,0,0,Autumn,9.1,1,0,75,92,82
2048-10-02,Friday,0,0,Autumn,4.6,0,0,82,86,99
2048-10-03,Saturday,1,0,Autumn,8.9,0,0,99,84,99
2048-10-04,Sunday,1,0,Autumn,13.7,0,0,99,90,98
2048-10-05,Monday,0,0,Autumn,12.6,0,0,98,91,90
2048-10-06,Tuesday,0,0,Autumn,11.6,0,0,90,68,80
2048-10-07,Wednesday,0,0,Autumn,10.3,1,0,80,75,80
2048-10-08,Thursday,0,0,Autumn,14.1,0,1,80,82,88
2048-10-09,Friday,0,0,Autumn,6.4,0,0,88,99,113
2048-10-10,Saturday,1,0,Autumn,6.5,0,0,113,99,113
2048-10-11,Sunday,1,0,Autumn,12.6,0,0,113,98,105
2048-10-12,Monday,0,0,Autumn,9.2,0,0,105,90,89
2048-10-13,Tuesday,0,0,Autumn,6.9,0,0,89,80,81
2048-10-14,Wednesday,0,0,Autumn,10.4,1,0,81,80,77
2048-10-15,Thursday,0,0,Autumn,7.3,1,0,77,88,83
2048-10-16,Friday,0,0,Autumn,6.0,0,0,83,113,95
2048-10-17,Saturday,1,0,Autumn,5.7,1,0,95,113,109
2048-10-18,Sunday,1,0,Autumn,9.1,0,0,109,105,98
2048-10-19,Monday,0,0,Autumn,8.6,0,0,98,89,87
2048-10-20,Tuesday,0,0,Autumn,12.4,0,1,87,81,84
2048-10-21,Wednesday,0,0,Autumn,6.8,0,0,84,77,76
2048-10-22,Thursday,0,0,Autumn,6.6,1,0,76,83,73
2048-10-23,Friday,0,0,Autumn,11.7,1,0,73,95,89
2048-10-24,Saturday,1,0,Autumn,10.2,0,0,89,109,96
2048-10-25,Sunday,1,0,Autumn,7.6,0,1,96,98,114
2048-10-26,Monday,0,0,Autumn,2.3,0,0,114,87,102
2048-10-27,Tuesday,0,0,Autumn,4.4,0,0,102,84,92
2048-10-28,Wednesday,0,0,Autumn,3.6,0,0,92,76,73
2048-10-29,Thursday,0,0,Autumn,6.7,0,0,73,73,85
2048-10-30,Friday,0,0,Autumn,4.9,0,0,85,89,84
2048-10-31,Saturday,1,0,Autumn,11.1,0,0,84,96,93
2048-11-01,Sunday,1,0,Autumn,1.5,1,0,93,114,97
2048-11-02,Monday,0,0,Autumn,2.6,0,0,97,102,82
2048-11-03,Tuesday,0,0,Autumn,6.7,1,0,82,92,87
2048-11-04,Wednesday,0,0,Autumn,7.4,1,0,87,73,82
2048-11-05,Thursday,0,0,Autumn,-2.0,1,0,82,85,97
2048-11-06,Friday,0,0,Autumn,0.4,1,0,97,84,88
2048-11-07,Saturday,1,0,Autumn,4.7,1,0,88,93,89
2048-11-08,Sunday,1,0,Autumn,9.4,1,0,89,97,104
2048-11-09,Monday,0,0,Autumn,10.9,1,0,104,82,73
2048-11-10,Tuesday,0,0,Autumn,3.9,1,0,73,87,73
2048-11-11,Wednesday,0,0,Autumn,4.5,0,0,73,82,74
2048-11-12,Thursday,0,0,Autumn,2.4,0,1,74,97,97
2048-11-13,Friday,0,0,Autumn,6.8,0,1,97,88,122
2048-11-14,Saturday,1,0,Autumn,9.3,0,0,122,89,105
2048-11-15,Sunday,1,0,Autumn,8.4,0,0,105,104,111
2048-11-16,Monday,0,0,Autumn,4.5,1,0,111,73,94
2048-11-17,Tuesday,0,0,Autumn,2.0,1,0,94,73,85
2048-11-18,Wednesday,0,0,Autumn,4.4,0,0,85,74,80
2048-11-19,Thursday,0,0,Autumn,8.4,0,0,80,97,91
2048-11-20,Friday,0,0,Autumn,3.0,1,0,91,122,88
2048-11-21,Saturday,1,0,Autumn,-1.3,1,0,88,105,103
2048-11-22,Sunday,1,0,Autumn,3.0,1,0,103,111,90
2048-11-23,Monday,0,0,Autumn,3.1,0,0,90,94,76
2048-11-24,Tuesday,0,0,Autumn,-1.6,1,0,76,85,68
2048-11-25,Wednesday,0,0,Autumn,4.5,1,0,68,80,65
2048-11-26,Thursday,0,0,Autumn,5.3,1,0,65,91,76
2048-11-27,Friday,0,0,Autumn,9.3,1,0,76,88,79
2048-11-28,Saturday,1,0,Autumn,-0.4,0,0,79,103,84
2048-11-29,Sunday,1,0,Autumn,5.8,1,0,84,90,77
2048-11-30,Monday,0,0,Autumn,6.4,0,0,77,76,82
2048-12-01,Tuesday,0,0,Winter,5.0,0,0,82,68,76
2048-12-02,Wednesday,0,0,Winter,0.4,1,0,76,65,56
2048-12-03,Thursday,0,0,Winter,0.2,0,0,56,76,69
2048-12-04,Friday,0,0,Winter,3.6,1,0,69,79,69
2048-12-05,Saturday,1,0,Winter,3.6,1,0,69,84,66
2048-12-06,Sunday,1,0,Winter,1.6,0,0,66,77,64
2048-12-07,Monday,0,0,Winter,7.1,1,0,64,82,72
2048-12-08,Tuesday,0,0,Winter,2.0,1,0,72,76,75
2048-12-09,Wednesday,0,0,Winter,-2.5,1,0,75,56,65
2048-12-10,Thursday,0,0,Winter,2.4,0,0,65,69,62
2048-12-11,Friday,0,0,Winter,4.5,0,0,62,69,73
2048-12-12,Saturday,1,0,Winter,4.1,0,0,73,66,81
2048-12-13,Sunday,1,0,Winter,4.1,1,0,81,64,56
2048-12-14,Monday,0,0,Winter,7.5,1,0,56,72,63
2048-12-15,Tuesday,0,0,Winter,-0.3,0,0,63,75,65
2048-12-16,Wednesday,0,0,Winter,1.7,0,1,65,65,88
2048-12-17,Thursday,0,0,Winter,7.6,1,0,88,62,88
2048-12-18,Friday,0,0,Winter,-2.9,1,1,88,73,83
2048-12-19,Saturday,1,0,Winter,2.8,0,0,83,81,88
2048-12-20,Sunday,1,0,Winter,6.7,0,0,88,56,80
2048-12-21,Monday,0,0,Winter,6.6,0,0,80,63,66
2048-12-22,Tuesday,0,0,Winter,5.0,1,0,66,65,52
2048-12-23,Wednesday,0,0,Winter,5.1,1,0,52,88,58
2048-12-24,Thursday,0,1,Winter,-0.1,1,0,58,88,68
2048-12-25,Friday,0,1,Winter,7.2,0,1,68,83,99
2048-12-26,Saturday,1,1,Winter,-0.5,0,0,99,88,100
2048-12-27,Sunday,1,0,Winter,-0.3,0,0,100,80,84
2048-12-28,Monday,0,0,Winter,4.3,0,0,84,66,66
2048-12-29,Tuesday,0,0,Winter,1.7,0,0,66,52,62
2048-12-30,Wednesday,0,0,Winter,3.8,0,0,62,58,59
2048-12-31,Thursday,0,1,Winter,4.5,0,0,59,68,64
2049-01-01,Friday,0,1,Winter,8.6,1,0,64,99,77
2049-01-02,Saturday,1,0,Winter,4.6,0,0,77,100,101
2049-01-03,Sunday,1,0,Winter,1.4,0,0,101,84,89
2049-01-04,Monday,0,0,Winter,5.4,0,0,89,66,82
2049-01-05,Tuesday,0,0,Winter,0.9,0,0,82,62,57
2049-01-06,Wednesday,0,0,Winter,6.2,1,0,57,59,65
2049-01-07,Thursday,0,0,Winter,3.7,1,0,65,64,69
2049-01-08,Friday,0,0,Winter,4.7,1,0,69,77,78
2049-01-09,Saturday,1,0,Winter,-1.7,1,0,78,101,72
2049-01-10,Sunday,1,0,Winter,-3.1,0,0,72,89,77
2049-01-11,Monday,0,0,Winter,-0.8,0,0,77,82,65
2049-01-12,Tuesday,0,0,Winter,9.0,0,0,65,57,55
2049-01-13,Wednesday,0,0,Winter,0.4,0,0,55,65,45
2049-01-14,Thursday,0,0,Winter,6.1,0,0,45,69,52
2049-01-15,Friday,0,0,Winter,2.1,1,0,52,78,55
2049-01-16,Saturday,1,0,Winter,3.4,1,0,55,72,73
2049-01-17,Sunday,1,0,Winter,4.0,0,0,73,77,73
2049-01-18,Monday,0,0,Winter,9.2,0,0,73,65,67
2049-01-19,Tuesday,0,0,Winter,6.1,1,0,67,55,68
2049-01-20,Wednesday,0,0,Winter,5.6,1,0,68,45,58
2049-01-21,Thursday,0,0,Winter,8.4,1,1,58,52,61
2049-01-22,Friday,0,0,Winter,2.7,0,0,61,55,66
2049-01-23,Saturday,1,0,Winter,7.9,0,0,66,73,72
2049-01-24,Sunday,1,0,Winter,7.5,1,0,72,73,61
2049-01-25,Monday,0,0,Winter,7.6,0,0,61,67,65
2049-01-26,Tuesday,0,0,Winter,4.5,0,0,65,68,69
2049-01-27,Wednesday,0,0,Winter,3.8,0,0,69,58,63
2049-01-28,Thursday,0,0,Winter,2.6,1,0,63,61,60
2049-01-29,Friday,0,0,Winter,2.9,1,0,60,66,61
2049-01-30,Saturday,1,0,Winter,2.7,0,0,61,72,84
2049-01-31,Sunday,1,0,Winter,6.6,0,0,84,61,81
2049-02-01,Monday,0,0,Winter,5.0,0,0,81,65,69
2049-02-02,Tuesday,0,0,Winter,7.1,1,0,69,69,71
2049-02-03,Wednesday,0,0,Winter,7.4,1,0,71,63,72
2049-02-04,Thursday,0,0,Winter,2.8,0,0,72,60,71
2049-02-05,Friday,0,0,Winter,2.9,0,1,71,61,85
2049-02-06,Saturday,1,0,Winter,5.6,1,0,85,84,89
2049-02-07,Sunday,1,0,Winter,4.1,1,0,89,81,82
2049-02-08,Monday,0,0,Winter,3.9,1,0,82,69,75
2049-02-09,Tuesday,0,0,Winter,11.7,0,0,75,71,66
2049-02-10,Wednesday,0,0,Winter,2.2,0,0,66,72,60
2049-02-11,Thursday,0,0,Winter,13.0,1,0,60,71,70
2049-02-12,Friday,0,0,Winter,7.9,0,0,70,85,74
2049-02-13,Saturday,1,0,Winter,10.2,0,0,74,89,92
2049-02-14,Sunday,1,0,Winter,9.9,1,0,92,82,88
2049-02-15,Monday,0,0,Winter,9.3,1,0,88,75,89
2049-02-16,Tuesday,0,0,Winter,12.6,0,0,89,66,71
2049-02-17,Wednesday,0,0,Winter,4.5,1,0,71,60,69
2049-02-18,Thursday,0,0,Winter,7.4,0,0,69,70,68
2049-02-19,Friday,0,0,Winter,5.5,0,0,68,74,76
2049-02-20,Saturday,1,0,Winter,3.1,0,0,76,92,90
2049-02-21,Sunday,1,0,Winter,6.4,0,0,90,88,91
2049-02-22,Monday,0,0,Winter,14.1,1,0,91,89,86
2049-02-23,Tuesday,0,0,Winter,8.2,0,1,86,71,87
2049-02-24,Wednesday,0,0,Winter,14.8,0,1,87,69,86
2049-02-25,Thursday,0,0,Winter,15.2,0,0,86,68,88
2049-02-26,Friday,0,0,Winter,18.1,0,0,88,76,95
2049-02-27,Saturday,1,0,Winter,15.0,1,0,95,90,93
2049-02-28,Sunday,1,0,Winter,16.5,0,0,93,91,90
2049-03-01,Monday,0,0,Spring,10.6,1,0,90,86,84
2049-03-02,Tuesday,0,0,Spring,10.5,0,0,84,87,85
2049-03-03,Wednesday,0,0,Spring,10.8,0,0,85,86,74
2049-03-04,Thursday,0,0,Spring,10.1,0,1,74,88,92
2049-03-05,Friday,0,0,Spring,10.7,1,0,92,95,87
2049-03-06,Saturday,1,0,Spring,12.7,0,0,87,93,84
2049-03-07,Sunday,1,0,Spring,9.2,0,0,84,90,93
2049-03-08,Monday,0,0,Spring,6.6,0,0,93,84,76
2049-03-09,Tuesday,0,0,Spring,12.0,0,0,76,85,89
2049-03-10,Wednesday,0,0,Spring,9.0,0,1,89,74,96
2049-03-11,Thursday,0,0,Spring,9.5,0,0,96,92,95
2049-03-12,Friday,0,0,Spring,11.0,0,0,95,87,105
2049-03-13,Saturday,1,0,Spring,10.5,1,0,105,84,106
2049-03-14,Sunday,1,0,Spring,15.1,1,0,106,93,94
2049-03-15,Monday,0,0,Spring,11.5,1,0,94,76,88
2049-03-16,Tuesday,0,0,Spring,15.6,0,1,88,89,91
2049-03-17,Wednesday,0,0,Spring,12.9,0,0,91,96,98
2049-03-18,Thursday,0,0,Spring,12.2,0,0,98,95,93
2049-03-19,Friday,0,0,Spring,13.1,1,0,93,105,88
2049-03-20,Saturday,1,0,Spring,9.0,1,0,88,106,100
2049-03-21,Sunday,1,0,Spring,14.0,0,0,100,94,97
2049-03-22,Monday,0,0,Spring,15.7,0,0,97,88,99
2049-03-23,Tuesday,0,0,Spring,16.3,0,1,99,91,111
2049-03-24,Wednesday,0,0,Spring,9.5,0,0,111,98,87
2049-03-25,Thursday,0,0,Spring,9.1,0,0,87,93,89
2049-03-26,Friday,0,0,Spring,12.2,0,0,89,88,97
2049-03-27,Saturday,1,0,Spring,18.2,0,0,97,100,107
2049-03-28,Sunday,1,0,Spring,14.9,0,0,107,97,106
2049-03-29,Monday,0,0,Spring,12.0,0,0,106,99,98
2049-03-30,Tuesday,0,0,Spring,10.2,1,0,98,111,82
2049-03-31,Wednesday,0,0,Spring,12.7,1,0,82,87,93
2049-04-01,Thursday,0,0,Spring,12.6,1,0,93,89,94
2049-04-02,Friday,0,0,Spring,17.9,1,0,94,97,92
2049-04-03,Saturday,1,0,Spring,18.3,0,0,92,107,101
2049-04-04,Sunday,1,0,Spring,12.2,0,0,101,106,110
2049-04-05,Monday,0,0,Spring,17.8,0,1,110,98,110
2049-04-06,Tuesday,0,0,Spring,17.7,0,0,110,82,100
2049-04-07,Wednesday,0,0,Spring,12.3,1,0,100,93,95
2049-04-08,Thursday,0,0,Spring,15.8,0,0,95,94,98
2049-04-09,Friday,0,0,Spring,17.2,1,0,98,92,84
2049-04-10,Saturday,1,0,Spring,16.9,0,0,84,101,97
2049-04-11,Sunday,1,0,Spring,11.4,0,0,97,110,107
2049-04-12,Monday,0,0,Spring,17.1,1,0,107,110,104
