date,day_of_week,season,temperature,rain,local_event,predicted_total_demand,dish1_sales_yesterday,dish2_sales_yesterday,dish3_sales_yesterday,dish1_probability,dish2_probability,dish3_probability
2070-10-22,Wednesday,Autumn,25.8,1,0,90,26,6,114,0.409,0.122,0.469
2070-10-23,Thursday,Autumn,14.9,1,0,91,24,5,120,0.35,0.128,0.522
2070-10-24,Friday,Autumn,17.9,0,0,117,24,5,109,0.392,0.134,0.474
2070-10-25,Saturday,Autumn,17.0,0,0,133,19,5,110,0.374,0.137,0.489
2070-10-26,Sunday,Autumn,15.5,0,0,138,19,5,109,0.367,0.139,0.493
2070-10-27,Monday,Autumn,19.0,0,1,130,17,5,105,0.37,0.172,0.458
2070-10-28,Tuesday,Autumn,-0.6,1,0,62,31,5,99,0.308,0.151,0.541
2070-10-29,Wednesday,Autumn,31.4,0,0,141,29,12,98,0.465,0.141,0.394
2070-10-30,Thursday,Autumn,20.6,1,0,92,30,22,99,0.394,0.171,0.434
2070-10-31,Friday,Autumn,11.0,1,1,115,24,28,99,0.316,0.233,0.451
2070-11-01,Saturday,Autumn,-1.5,0,1,159,22,22,99,0.257,0.254,0.489
2070-11-02,Sunday,Autumn,25.3,0,0,162,17,21,97,0.405,0.179,0.417
2070-11-03,Monday,Autumn,14.4,0,1,114,22,13,92,0.366,0.205,0.43
2070-11-04,Tuesday,Autumn,16.4,0,1,124,24,10,87,0.391,0.195,0.414
2070-11-05,Wednesday,Autumn,11.7,0,0,111,24,8,79,0.397,0.167,0.436
2070-11-06,Thursday,Autumn,17.1,0,0,99,12,15,82,0.38,0.187,0.433
2070-11-07,Friday,Autumn,18.9,1,1,117,19,6,92,0.375,0.174,0.451
2070-11-08,Saturday,Autumn,14.9,0,0,157,18,5,95,0.38,0.148,0.472
2070-11-09,Sunday,Autumn,18.0,0,0,138,14,12,89,0.384,0.171,0.445
2070-11-10,Monday,Autumn,11.4,0,0,104,18,5,87,0.372,0.157,0.471
2070-11-11,Tuesday,Autumn,19.9,0,0,126,21,11,75,0.434,0.168,0.398
2070-11-12,Wednesday,Autumn,2.6,0,0,90,22,15,72,0.337,0.213,0.451
2070-11-13,Thursday,Autumn,28.6,1,0,95,19,5,73,0.463,0.136,0.401
2070-11-14,Friday,Autumn,15.5,0,0,79,18,5,70,0.421,0.162,0.418
2070-11-15,Saturday,Autumn,11.2,0,1,161,13,6,70,0.361,0.216,0.423
2070-11-16,Sunday,Autumn,22.0,1,0,132,14,6,73,0.419,0.15,0.431
2070-11-17,Monday,Autumn,6.8,1,1,96,20,5,68,0.343,0.206,0.451
2070-11-18,Tuesday,Autumn,13.1,1,0,71,18,5,74,0.383,0.155,0.462
2070-11-19,Wednesday,Autumn,31.9,1,0,99,18,5,74,0.473,0.133,0.395
2070-11-20,Thursday,Autumn,24.5,1,0,91,17,6,73,0.438,0.145,0.417
2070-11-21,Friday,Autumn,13.1,1,0,78,17,10,68,0.381,0.176,0.443
2070-11-22,Saturday,Autumn,-9.6,0,0,97,15,13,70,0.217,0.248,0.535
2070-11-23,Sunday,Autumn,17.3,0,0,142,9,8,63,0.412,0.181,0.407
2070-11-24,Monday,Autumn,13.0,0,0,85,7,12,65,0.37,0.203,0.427
2070-11-25,Tuesday,Autumn,20.9,0,0,104,6,5,70,0.417,0.162,0.42
2070-11-26,Wednesday,Autumn,12.5,1,0,88,5,5,68,0.349,0.17,0.481
2070-11-27,Thursday,Autumn,15.6,0,0,119,5,12,76,0.364,0.191,0.445
2070-11-28,Friday,Autumn,16.9,0,1,125,5,5,81,0.357,0.2,0.442
2070-11-29,Saturday,Autumn,16.1,0,0,145,8,5,94,0.36,0.153,0.486
2070-11-30,Sunday,Autumn,16.8,0,0,136,12,5,85,0.388,0.155,0.457
2070-12-01,Monday,Winter,0.2,1,0,63,9,15,83,0.246,0.211,0.543
2070-12-02,Tuesday,Winter,10.5,0,1,125,8,9,80,0.324,0.223,0.453
2070-12-03,Wednesday,Winter,18.4,0,0,117,7,9,79,0.386,0.173,0.441
2070-12-04,Thursday,Winter,-2.5,0,0,62,6,5,82,0.236,0.197,0.567
2070-12-05,Friday,Winter,24.2,0,0,129,11,11,76,0.429,0.169,0.402
2070-12-06,Saturday,Winter,6.1,0,0,128,5,10,80,0.298,0.199,0.503
2070-12-07,Sunday,Winter,18.0,0,0,130,5,7,82,0.376,0.167,0.457
2070-12-08,Monday,Winter,16.6,0,0,101,17,5,88,0.396,0.15,0.454
2070-12-09,Tuesday,Winter,17.4,0,0,90,14,5,92,0.387,0.149,0.465
2070-12-10,Wednesday,Winter,34.2,1,0,102,12,5,91,0.445,0.126,0.428
2070-12-11,Thursday,Winter,26.6,0,1,150,12,5,91,0.412,0.173,0.415
2070-12-12,Friday,Winter,7.9,0,0,104,10,9,92,0.313,0.179,0.508
2070-12-13,Saturday,Winter,20.9,0,0,135,5,5,99,0.372,0.146,0.482
2070-12-14,Sunday,Winter,18.9,0,0,159,9,6,96,0.374,0.151,0.475
2070-12-15,Monday,Winter,10.6,0,0,102,10,10,96,0.324,0.175,0.501
2070-12-16,Tuesday,Winter,18.2,0,0,110,13,19,89,0.373,0.191,0.435
2070-12-17,Wednesday,Winter,-3.3,0,0,59,11,24,84,0.228,0.257,0.514
2070-12-18,Thursday,Winter,13.7,0,0,78,10,15,93,0.34,0.187,0.473
2070-12-19,Friday,Winter,13.0,0,1,122,7,14,90,0.318,0.225,0.457
2070-12-20,Saturday,Winter,8.9,1,0,110,7,14,80,0.304,0.195,0.5
2070-12-21,Sunday,Winter,11.6,0,0,141,5,19,85,0.317,0.213,0.469
2070-12-22,Monday,Winter,-3.0,0,0,71,8,10,90,0.227,0.207,0.567
2070-12-23,Tuesday,Winter,17.5,0,0,114,5,7,85,0.369,0.165,0.465
2070-12-24,Wednesday,Winter,17.9,0,1,137,19,7,84,0.394,0.19,0.416
2070-12-25,Thursday,Winter,2.9,0,0,74,20,10,79,0.329,0.192,0.479
2070-12-26,Friday,Winter,19.4,1,0,90,26,8,66,0.443,0.155,0.402
2070-12-27,Saturday,Winter,1.7,1,0,102,21,17,69,0.313,0.214,0.473
2070-12-28,Sunday,Winter,17.5,0,0,141,19,21,61,0.423,0.214,0.364
2070-12-29,Monday,Winter,9.9,0,0,95,23,28,57,0.388,0.25,0.363
2070-12-30,Tuesday,Winter,24.4,1,0,95,26,33,46,0.458,0.229,0.313
2070-12-31,Wednesday,Winter,28.1,0,0,125,21,31,49,0.481,0.229,0.29
2071-01-01,Thursday,Winter,14.7,1,0,113,22,31,48,0.402,0.246,0.352
2071-01-02,Friday,Winter,22.1,1,0,91,18,22,48,0.443,0.21,0.347
2071-01-03,Saturday,Winter,31.7,0,0,175,16,21,46,0.508,0.202,0.29
2071-01-04,Sunday,Winter,7.7,1,0,111,19,14,47,0.381,0.213,0.405
2071-01-05,Monday,Winter,12.7,0,0,107,11,15,48,0.404,0.225,0.371
2071-01-06,Tuesday,Winter,21.9,1,0,112,5,20,51,0.407,0.214,0.378
2071-01-07,Wednesday,Winter,28.4,0,1,161,5,17,50,0.447,0.238,0.315
2071-01-08,Thursday,Winter,30.2,0,0,111,5,14,55,0.473,0.187,0.34
2071-01-09,Friday,Winter,18.6,0,0,94,11,21,58,0.412,0.222,0.366
2071-01-10,Saturday,Winter,35.3,1,0,152,11,18,54,0.483,0.179,0.338
2071-01-11,Sunday,Winter,17.5,0,1,172,10,21,53,0.392,0.265,0.342
2071-01-12,Monday,Winter,21.0,0,0,108,8,31,45,0.422,0.262,0.316
2071-01-13,Tuesday,Winter,16.0,0,1,134,10,20,43,0.401,0.277,0.322
2071-01-14,Wednesday,Winter,27.8,0,0,107,5,19,42,0.476,0.217,0.307
2071-01-15,Thursday,Winter,19.2,0,0,98,5,14,37,0.449,0.224,0.327
2071-01-16,Friday,Winter,11.3,1,0,65,16,7,39,0.42,0.192,0.388
2071-01-17,Saturday,Winter,1.1,1,0,107,5,5,45,0.297,0.215,0.488
2071-01-18,Sunday,Winter,14.7,0,0,131,10,5,48,0.433,0.186,0.381
2071-01-19,Monday,Winter,3.3,0,0,86,9,5,41,0.361,0.222,0.417
2071-01-20,Tuesday,Winter,15.4,0,1,129,5,5,46,0.403,0.235,0.363
2071-01-21,Wednesday,Winter,12.3,1,0,90,10,5,46,0.399,0.183,0.419
2071-01-22,Thursday,Winter,11.3,1,1,113,18,8,46,0.392,0.227,0.381
2071-01-23,Friday,Winter,11.1,0,1,128,14,9,50,0.39,0.243,0.367
2071-01-24,Saturday,Winter,36.1,1,0,160,13,10,45,0.519,0.159,0.322
2071-01-25,Sunday,Winter,32.1,0,0,149,15,9,41,0.54,0.17,0.291
2071-01-26,Monday,Winter,15.7,1,0,91,20,15,31,0.458,0.213,0.33
2071-01-27,Tuesday,Winter,11.1,0,0,108,17,11,29,0.459,0.227,0.314
2071-01-28,Wednesday,Winter,16.2,0,0,98,19,5,33,0.499,0.187,0.314
2071-01-29,Thursday,Winter,2.0,0,0,95,15,5,35,0.387,0.224,0.388
2071-01-30,Friday,Winter,24.8,1,0,110,21,7,35,0.513,0.166,0.321
2071-01-31,Saturday,Winter,33.1,0,0,150,17,6,32,0.573,0.163,0.264
2071-02-01,Sunday,Winter,18.0,0,0,153,9,6,36,0.472,0.194,0.333
2071-02-02,Monday,Winter,17.8,0,0,97,7,14,33,0.454,0.229,0.316
2071-02-03,Tuesday,Winter,29.1,0,0,123,5,25,33,0.488,0.24,0.272
2071-02-04,Wednesday,Winter,22.9,0,1,145,5,25,33,0.434,0.291,0.275
2071-02-05,Thursday,Winter,13.7,0,0,112,5,25,30,0.406,0.285,0.309
2071-02-06,Friday,Winter,-1.6,1,0,57,5,21,25,0.278,0.316,0.405
2071-02-07,Saturday,Winter,19.7,0,0,146,5,17,33,0.454,0.237,0.309
2071-02-08,Sunday,Winter,28.1,0,0,152,6,6,26,0.541,0.185,0.274
2071-02-09,Monday,Winter,-0.3,0,0,79,6,8,27,0.337,0.272,0.39
2071-02-10,Tuesday,Winter,19.6,0,0,87,8,5,37,0.479,0.188,0.334
2071-02-11,Wednesday,Winter,33.6,0,0,144,5,9,29,0.55,0.184,0.266
2071-02-12,Thursday,Winter,23.1,0,1,141,5,11,32,0.463,0.25,0.288
2071-02-13,Friday,Winter,-1.6,1,0,42,5,16,33,0.274,0.284,0.442
2071-02-14,Saturday,Winter,33.1,0,0,170,6,17,33,0.525,0.207,0.269
2071-02-15,Sunday,Winter,6.1,1,1,138,5,25,37,0.303,0.322,0.375
2071-02-16,Monday,Winter,22.9,1,0,107,5,30,44,0.408,0.247,0.345
2071-02-17,Tuesday,Winter,13.6,1,1,124,9,32,40,0.352,0.308,0.339
2071-02-18,Wednesday,Winter,29.7,0,0,116,5,22,41,0.481,0.223,0.296
2071-02-19,Thursday,Winter,23.2,0,0,110,5,10,28,0.499,0.209,0.291
2071-02-20,Friday,Winter,25.8,0,0,119,13,5,30,0.54,0.176,0.284
2071-02-21,Saturday,Winter,17.5,0,0,154,5,11,33,0.453,0.222,0.325
2071-02-22,Sunday,Winter,20.5,1,0,141,7,6,35,0.458,0.182,0.36
2071-02-23,Monday,Winter,20.6,0,1,145,5,5,33,0.459,0.235,0.306
2071-02-24,Tuesday,Winter,2.6,0,0,83,5,5,34,0.352,0.239,0.409
2071-02-25,Wednesday,Winter,0.9,0,0,73,5,12,38,0.315,0.269,0.415
2071-02-26,Thursday,Winter,13.7,1,1,100,5,19,33,0.37,0.285,0.345
2071-02-27,Friday,Winter,19.6,0,0,134,6,20,26,0.464,0.254,0.282
2071-02-28,Saturday,Winter,1.1,1,0,95,10,15,29,0.329,0.268,0.404
2071-03-01,Sunday,Spring,8.8,0,0,123,10,11,27,0.424,0.246,0.33
2071-03-02,Monday,Spring,20.8,0,0,102,12,14,17,0.522,0.232,0.246
2071-03-03,Tuesday,Spring,19.1,1,0,86,14,9,10,0.518,0.211,0.271
2071-03-04,Wednesday,Spring,2.8,0,0,70,13,5,9,0.45,0.262,0.288
2071-03-05,Thursday,Spring,10.9,0,0,98,8,6,12,0.482,0.242,0.276
2071-03-06,Friday,Spring,28.8,1,1,143,13,5,10,0.545,0.217,0.238
2071-03-07,Saturday,Spring,17.4,0,0,149,7,5,6,0.542,0.226,0.232
2071-03-08,Sunday,Spring,16.5,0,0,150,8,5,5,0.542,0.229,0.229
2071-03-09,Monday,Spring,25.6,0,0,111,12,9,5,0.59,0.214,0.195
2071-03-10,Tuesday,Spring,15.7,0,0,88,5,13,9,0.494,0.264,0.242
2071-03-11,Wednesday,Spring,8.9,0,1,121,5,14,17,0.396,0.326,0.278
2071-03-12,Thursday,Spring,16.4,0,0,85,13,8,15,0.52,0.222,0.258
2071-03-13,Friday,Spring,13.4,1,0,57,5,5,11,0.463,0.22,0.317
2071-03-14,Saturday,Spring,24.4,0,0,141,5,10,18,0.53,0.216,0.254
2071-03-15,Sunday,Spring,20.1,0,0,158,11,14,9,0.535,0.245,0.22
2071-03-16,Monday,Spring,17.2,1,0,67,20,14,11,0.51,0.225,0.265
2071-03-17,Tuesday,Spring,19.1,1,0,92,25,16,19,0.51,0.214,0.276
2071-03-18,Wednesday,Spring,6.4,0,0,75,21,23,11,0.455,0.303,0.242
2071-03-19,Thursday,Spring,28.1,0,0,113,23,20,12,0.579,0.227,0.194
2071-03-20,Friday,Spring,49.5,1,0,129,29,25,12,0.625,0.189,0.186
2071-03-21,Saturday,Spring,24.6,0,0,154,22,18,18,0.553,0.224,0.224
2071-03-22,Sunday,Spring,9.6,1,0,100,22,14,13,0.467,0.24,0.293
2071-03-23,Monday,Spring,6.3,0,0,89,24,22,11,0.467,0.295,0.239
2071-03-24,Tuesday,Spring,-0.1,0,1,133,28,16,14,0.416,0.328,0.256
2071-03-25,Wednesday,Spring,18.1,0,1,133,35,12,18,0.539,0.242,0.218
2071-03-26,Thursday,Spring,27.9,1,0,100,36,11,10,0.601,0.179,0.22
2071-03-27,Friday,Spring,29.7,1,0,92,29,12,9,0.595,0.185,0.22
2071-03-28,Saturday,Spring,4.2,1,0,103,30,18,5,0.468,0.269,0.264
2071-03-29,Sunday,Spring,23.0,0,0,165,36,12,5,0.622,0.204,0.174
2071-03-30,Monday,Spring,11.5,1,0,66,33,7,15,0.521,0.194,0.285
2071-03-31,Tuesday,Spring,0.6,1,0,54,33,14,9,0.454,0.255,0.291
2071-04-01,Wednesday,Spring,7.0,0,0,81,32,7,5,0.551,0.23,0.219
2071-04-02,Thursday,Spring,6.9,0,0,89,34,7,9,0.545,0.222,0.233
2071-04-03,Friday,Spring,25.9,0,1,139,46,5,6,0.635,0.204,0.161
2071-04-04,Saturday,Spring,5.9,1,0,110,48,5,7,0.555,0.19,0.255
2071-04-05,Sunday,Spring,1.5,0,1,145,45,5,5,0.529,0.266,0.205
2071-04-06,Monday,Spring,10.6,1,1,78,46,6,5,0.546,0.229,0.225
2071-04-07,Tuesday,Spring,15.8,0,0,109,49,5,17,0.606,0.172,0.222
2071-04-08,Wednesday,Spring,4.7,0,1,112,54,9,9,0.549,0.252,0.199
2071-04-09,Thursday,Spring,33.6,0,1,164,53,5,6,0.669,0.185,0.146
2071-04-10,Friday,Spring,12.8,0,1,128,54,5,5,0.604,0.223,0.173
2071-04-11,Saturday,Spring,21.0,0,0,150,60,5,5,0.675,0.162,0.162
2071-04-12,Sunday,Spring,26.0,1,0,139,56,5,5,0.654,0.151,0.195
2071-04-13,Monday,Spring,18.9,1,0,74,61,5,5,0.639,0.157,0.203
2071-04-14,Tuesday,Spring,12.1,1,0,80,60,5,5,0.613,0.169,0.218
2071-04-15,Wednesday,Spring,13.4,1,0,77,63,7,6,0.616,0.17,0.214
2071-04-16,Thursday,Spring,8.2,0,0,91,64,17,6,0.603,0.221,0.175
2071-04-17,Friday,Spring,19.6,0,0,112,58,11,5,0.652,0.186,0.162
2071-04-18,Saturday,Spring,29.2,0,1,207,56,8,8,0.649,0.196,0.154
2071-04-19,Sunday,Spring,21.8,1,0,144,63,7,5,0.647,0.158,0.195
2071-04-20,Monday,Spring,16.6,0,0,110,65,5,5,0.669,0.165,0.165
2071-04-21,Tuesday,Spring,11.6,1,0,92,63,5,5,0.617,0.167,0.216
2071-04-22,Wednesday,Spring,17.5,1,0,92,62,5,5,0.636,0.159,0.205
2071-04-23,Thursday,Spring,19.0,1,0,99,54,8,5,0.62,0.172,0.208
2071-04-24,Friday,Spring,-9.4,0,0,59,54,10,5,0.509,0.26,0.231
2071-04-25,Saturday,Spring,24.6,0,0,155,51,14,5,0.649,0.193,0.158
2071-04-26,Sunday,Spring,1.0,0,1,158,40,16,5,0.484,0.315,0.202
2071-04-27,Monday,Spring,33.2,1,0,114,39,14,8,0.622,0.178,0.2
2071-04-28,Tuesday,Spring,19.0,0,0,103,46,22,14,0.579,0.226,0.195
2071-04-29,Wednesday,Spring,30.8,0,0,127,45,22,5,0.64,0.211,0.149
2071-04-30,Thursday,Spring,20.4,0,0,98,48,19,5,0.617,0.22,0.164
2071-05-01,Friday,Spring,12.4,0,0,104,54,22,12,0.574,0.233,0.193
2071-05-02,Saturday,Spring,-0.3,1,0,98,50,13,19,0.48,0.219,0.3
2071-05-03,Sunday,Spring,26.3,0,0,165,46,12,26,0.602,0.174,0.224
2071-05-04,Monday,Spring,24.9,0,0,111,40,9,21,0.604,0.175,0.221
2071-05-05,Tuesday,Spring,14.4,0,1,135,39,8,16,0.545,0.236,0.219
2071-05-06,Wednesday,Spring,11.1,0,0,90,37,10,19,0.541,0.209,0.25
2071-05-07,Thursday,Spring,10.7,0,1,117,38,11,11,0.529,0.262,0.209
2071-05-08,Friday,Spring,10.0,0,0,101,44,12,17,0.553,0.213,0.235
2071-05-09,Saturday,Spring,-0.5,0,1,150,46,16,11,0.479,0.3,0.221
2071-05-10,Sunday,Spring,21.3,0,0,145,60,17,15,0.622,0.193,0.185
2071-05-11,Monday,Spring,10.2,1,0,67,62,13,10,0.579,0.193,0.228
2071-05-12,Tuesday,Spring,17.7,0,0,112,62,8,18,0.627,0.167,0.205
2071-05-13,Wednesday,Spring,22.4,0,0,116,63,14,21,0.624,0.176,0.2
2071-05-14,Thursday,Spring,21.2,0,0,125,58,16,25,0.599,0.185,0.217
2071-05-15,Friday,Spring,-8.5,0,0,67,58,11,22,0.481,0.232,0.287
2071-05-16,Saturday,Spring,28.0,1,0,139,59,15,15,0.62,0.17,0.21
2071-05-17,Sunday,Spring,5.7,1,0,116,55,19,9,0.533,0.229,0.238
2071-05-18,Monday,Spring,36.6,1,0,98,54,18,13,0.636,0.171,0.193
2071-05-19,Tuesday,Spring,27.2,0,0,110,55,17,13,0.637,0.188,0.174
2071-05-20,Wednesday,Spring,13.5,0,0,106,56,17,18,0.58,0.208,0.212
2071-05-21,Thursday,Spring,14.5,0,0,107,59,17,23,0.578,0.2,0.222
2071-05-22,Friday,Spring,15.3,0,0,111,70,21,21,0.597,0.202,0.202
2071-05-23,Saturday,Spring,8.0,1,0,117,63,18,21,0.537,0.203,0.26
2071-05-24,Sunday,Spring,14.5,0,0,137,74,16,28,0.597,0.181,0.223
2071-05-25,Monday,Spring,3.6,0,1,102,75,13,22,0.552,0.23,0.218
2071-05-26,Tuesday,Spring,16.8,0,0,96,74,9,18,0.641,0.163,0.196
2071-05-27,Wednesday,Spring,1.6,0,0,97,67,6,13,0.592,0.188,0.219
2071-05-28,Thursday,Spring,13.1,0,0,95,66,5,8,0.651,0.168,0.181
2071-05-29,Friday,Spring,-3.1,0,0,77,63,5,10,0.572,0.202,0.226
2071-05-30,Saturday,Spring,24.0,0,0,157,67,5,9,0.684,0.151,0.165
2071-05-31,Sunday,Spring,28.9,0,0,173,61,5,5,0.699,0.15,0.15
2071-06-01,Monday,Summer,10.9,0,1,125,63,5,6,0.612,0.217,0.172
2071-06-02,Tuesday,Summer,24.8,0,0,99,59,16,9,0.648,0.189,0.163
2071-06-03,Wednesday,Summer,9.6,1,0,74,61,15,14,0.561,0.198,0.241
2071-06-04,Thursday,Summer,23.9,0,0,122,61,11,17,0.641,0.169,0.19
2071-06-05,Friday,Summer,8.9,0,0,101,60,5,12,0.614,0.178,0.208
2071-06-06,Saturday,Summer,34.1,0,0,178,66,5,15,0.694,0.136,0.169
2071-06-07,Sunday,Summer,14.8,0,0,148,59,10,5,0.639,0.191,0.17
2071-06-08,Monday,Summer,5.8,0,0,69,51,5,6,0.597,0.199,0.204
2071-06-09,Tuesday,Summer,21.7,1,0,99,52,5,5,0.633,0.16,0.207
2071-06-10,Wednesday,Summer,17.2,1,0,88,57,6,7,0.619,0.165,0.216
2071-06-11,Thursday,Summer,-7.3,1,0,57,58,5,5,0.516,0.211,0.273
2071-06-12,Friday,Summer,19.9,0,0,111,54,5,5,0.662,0.169,0.169
2071-06-13,Saturday,Summer,19.7,0,0,145,54,8,5,0.653,0.18,0.167
2071-06-14,Sunday,Summer,-9.0,0,0,100,56,13,7,0.504,0.264,0.232
2071-06-15,Monday,Summer,25.7,0,1,142,60,7,5,0.654,0.198,0.148
2071-06-16,Tuesday,Summer,28.4,1,0,102,52,5,5,0.655,0.15,0.194
2071-06-17,Wednesday,Summer,10.0,0,0,99,55,8,5,0.619,0.197,0.184
2071-06-18,Thursday,Summer,24.2,0,0,129,55,12,6,0.657,0.183,0.16
2071-06-19,Friday,Summer,28.4,0,0,105,48,11,9,0.654,0.177,0.169
2071-06-20,Saturday,Summer,11.8,0,0,134,40,6,10,0.586,0.198,0.217
2071-06-21,Sunday,Summer,14.3,0,1,184,42,5,10,0.573,0.229,0.199
2071-06-22,Monday,Summer,19.8,0,1,122,38,5,5,0.6,0.225,0.174
2071-06-23,Tuesday,Summer,8.7,0,0,88,37,10,9,0.555,0.225,0.22
2071-06-24,Wednesday,Summer,8.5,0,0,80,40,5,11,0.569,0.201,0.23
2071-06-25,Thursday,Summer,15.5,0,0,109,34,6,5,0.603,0.201,0.196
2071-06-26,Friday,Summer,13.9,0,0,83,23,5,9,0.559,0.21,0.231
2071-06-27,Saturday,Summer,18.2,0,0,150,27,5,5,0.602,0.199,0.199
2071-06-28,Sunday,Summer,-0.3,0,0,119,21,5,11,0.452,0.255,0.293
2071-06-29,Monday,Summer,10.7,0,0,89,18,5,15,0.509,0.219,0.272
2071-06-30,Tuesday,Summer,14.8,1,0,86,15,5,17,0.489,0.198,0.313
2071-07-01,Wednesday,Summer,18.6,0,0,103,16,7,18,0.536,0.206,0.259
2071-07-02,Thursday,Summer,7.6,1,0,57,12,9,18,0.421,0.235,0.344
2071-07-03,Friday,Summer,9.1,0,0,92,8,5,15,0.463,0.239,0.297
2071-07-04,Saturday,Summer,31.0,0,1,207,11,5,21,0.552,0.216,0.232
2071-07-05,Sunday,Summer,8.7,1,0,107,10,5,20,0.426,0.216,0.358
2071-07-06,Monday,Summer,5.3,0,0,99,14,10,12,0.452,0.268,0.28
2071-07-07,Tuesday,Summer,30.0,0,1,161,14,12,5,0.575,0.252,0.172
2071-07-08,Wednesday,Summer,11.8,0,1,126,25,5,5,0.531,0.265,0.205
2071-07-09,Thursday,Summer,4.6,0,0,85,19,5,5,0.5,0.25,0.25
2071-07-10,Friday,Summer,3.3,0,0,75,17,5,5,0.482,0.259,0.259
2071-07-11,Saturday,Summer,6.6,0,1,167,18,9,5,0.466,0.311,0.224
2071-07-12,Sunday,Summer,9.1,0,0,126,10,7,9,0.482,0.253,0.265
2071-07-13,Monday,Summer,-2.9,0,0,69,15,7,5,0.413,0.301,0.287
2071-07-14,Tuesday,Summer,-2.2,0,0,80,11,5,10,0.391,0.287,0.322
2071-07-15,Wednesday,Summer,34.0,1,0,113,11,11,5,0.588,0.194,0.218
2071-07-16,Thursday,Summer,12.8,1,1,115,5,15,5,0.422,0.314,0.264
2071-07-17,Friday,Summer,14.2,0,0,103,5,21,5,0.473,0.306,0.22
2071-07-18,Saturday,Summer,33.5,0,0,175,10,23,8,0.577,0.242,0.181
2071-07-19,Sunday,Summer,3.7,1,1,138,16,17,12,0.378,0.323,0.298
2071-07-20,Monday,Summer,22.4,0,0,123,23,13,8,0.582,0.22,0.198
2071-07-21,Tuesday,Summer,20.7,0,1,139,32,10,9,0.569,0.243,0.188
2071-07-22,Wednesday,Summer,18.0,1,0,78,23,12,7,0.536,0.216,0.248
2071-07-23,Thursday,Summer,22.7,0,1,153,25,11,11,0.556,0.247,0.197
2071-07-24,Friday,Summer,6.3,0,0,70,29,11,7,0.521,0.25,0.229
2071-07-25,Saturday,Summer,-5.3,0,0,114,19,9,10,0.39,0.302,0.309
2071-07-26,Sunday,Summer,23.8,0,0,150,18,9,9,0.585,0.208,0.208
2071-07-27,Monday,Summer,14.4,1,0,81,7,8,9,0.474,0.229,0.297
2071-07-28,Tuesday,Summer,15.6,1,0,77,5,9,5,0.483,0.238,0.28
2071-07-29,Wednesday,Summer,3.8,1,0,66,5,11,5,0.387,0.288,0.325
2071-07-30,Thursday,Summer,17.1,0,0,115,11,14,12,0.511,0.25,0.24
2071-07-31,Friday,Summer,16.9,0,1,142,17,15,18,0.482,0.279,0.239
2071-08-01,Saturday,Summer,16.4,1,0,134,11,18,12,0.469,0.252,0.28
2071-08-02,Sunday,Summer,1.9,1,1,130,19,17,11,0.378,0.326,0.296
2071-08-03,Monday,Summer,15.1,0,1,139,14,5,10,0.505,0.265,0.23
2071-08-04,Tuesday,Summer,11.4,0,1,128,7,15,9,0.437,0.329,0.235
2071-08-05,Wednesday,Summer,3.6,1,1,90,12,21,16,0.348,0.338,0.314
2071-08-06,Thursday,Summer,8.4,1,0,64,19,25,16,0.421,0.282,0.296
2071-08-07,Friday,Summer,7.0,1,0,62,11,23,14,0.392,0.296,0.312
2071-08-08,Saturday,Summer,28.2,1,1,162,12,32,14,0.478,0.294,0.228
2071-08-09,Sunday,Summer,17.1,0,0,135,10,32,6,0.479,0.322,0.199
2071-08-10,Monday,Summer,11.2,0,0,96,12,27,6,0.46,0.324,0.216
2071-08-11,Tuesday,Summer,1.7,1,0,64,7,27,7,0.339,0.353,0.308
2071-08-12,Wednesday,Summer,11.3,0,0,99,10,30,11,0.435,0.33,0.235
2071-08-13,Thursday,Summer,19.9,1,0,82,10,25,8,0.479,0.271,0.249
2071-08-14,Friday,Summer,17.8,1,0,92,11,30,10,0.456,0.29,0.254
2071-08-15,Saturday,Summer,24.2,1,0,138,16,32,9,0.501,0.272,0.228
2071-08-16,Sunday,Summer,11.2,0,0,142,17,33,11,0.451,0.327,0.222
2071-08-17,Monday,Summer,8.1,0,0,95,20,32,12,0.441,0.328,0.231
2071-08-18,Tuesday,Summer,13.5,1,1,120,20,39,8,0.422,0.352,0.226
2071-08-19,Wednesday,Summer,15.2,0,0,94,15,35,5,0.478,0.331,0.191
2071-08-20,Thursday,Summer,6.2,0,0,91,13,29,10,0.414,0.343,0.243
2071-08-21,Friday,Summer,16.1,0,0,89,14,30,5,0.492,0.314,0.195
2071-08-22,Saturday,Summer,35.8,0,1,203,14,30,5,0.559,0.289,0.152
2071-08-23,Sunday,Summer,17.6,0,0,154,7,26,8,0.482,0.303,0.215
2071-08-24,Monday,Summer,17.8,1,0,76,5,30,10,0.438,0.299,0.263
2071-08-25,Tuesday,Summer,13.3,0,0,90,5,33,6,0.436,0.35,0.213
2071-08-26,Wednesday,Summer,7.5,0,1,117,7,25,5,0.395,0.387,0.218
2071-08-27,Thursday,Summer,17.0,0,0,102,5,24,8,0.477,0.302,0.221
2071-08-28,Friday,Summer,6.7,0,0,59,5,27,7,0.398,0.358,0.244
2071-08-29,Saturday,Summer,27.4,0,1,197,14,27,5,0.53,0.304,0.166
2071-08-30,Sunday,Summer,19.8,0,1,169,17,22,5,0.511,0.308,0.181
2071-08-31,Monday,Summer,11.4,0,0,89,14,20,5,0.487,0.296,0.217
